conflict_phase,total_fare_usd
Pre-Pandemic Baseline,433.11
Pre-Pandemic Baseline,434.21
Pre-Pandemic Baseline,389.11
Pre-Pandemic Baseline,445.7
COVID-19 Collapse,161.87
COVID-19 Collapse,158.85
COVID-19 Collapse,151.51
COVID-19 Collapse,108.51
COVID-19 Collapse,153.08
COVID-19 Collapse,108.6
COVID-19 Collapse,147.79
COVID-19 Collapse,112.24
COVID-19 Collapse,179.21
COVID-19 Collapse,157.13
COVID-19 Collapse,165.12
COVID-19 Collapse,152.62
COVID-19 Collapse,187.47
COVID-19 Collapse,221.86
COVID-19 Collapse,156.39
Recovery & Surge,485.92
Recovery & Surge,547.75
Recovery & Surge,473.95
Recovery & Surge,524.92
Recovery & Surge,669.51
Recovery & Surge,579.43
Recovery & Surge,630.25
Recovery & Surge,503.27
Recovery & Surge,530.2
Ukraine War Shock,670.6
Ukraine War Shock,676.64
Ukraine War Shock,679.89
Ukraine War Shock,682.79
Ukraine War Shock,602.58
Ukraine War Shock,599.64
Ukraine War Shock,559.34
Ukraine War Shock,662.39
Ukraine War Shock,602.26
Ukraine War Shock,641.82
Stabilisation,503.32
Stabilisation,459.07
Stabilisation,494.92
Stabilisation,425.07
Stabilisation,512.07
Stabilisation,533.67
Stabilisation,476.17
Stabilisation,459.58
Stabilisation,444.15
Gaza-Israel Conflict,504.51
Gaza-Israel Conflict,485.97
Gaza-Israel Conflict,459.57
Gaza-Israel Conflict,500.35
Gaza-Israel Conflict,488.74
Gaza-Israel Conflict,485.88
Gaza-Israel Conflict,473.16
Gaza-Israel Conflict,418.41
Gaza-Israel Conflict,477.61
Gaza-Israel Conflict,506.64
Gaza-Israel Conflict,468.99
Gaza-Israel Conflict,487.49
Gaza-Israel Conflict,473.15
Gaza-Israel Conflict,487.79
Pre-Iran Escalation,490.22
Pre-Iran Escalation,451.02
Pre-Iran Escalation,496.22
Pre-Iran Escalation,477.94
Pre-Iran Escalation,559.47
Pre-Iran Escalation,529.69
Pre-Iran Escalation,447.28
Pre-Iran Escalation,539.48
Pre-Iran Escalation,496.24
Pre-Iran Escalation,480.31
Pre-Iran Escalation,525.97
Pre-Iran Escalation,503.76
US-Iran War Conflict,1224.95
US-Iran War Conflict,1286.9
US-Iran War Conflict,1389.0
US-Iran War Conflict,1099.92
Pre-Pandemic Baseline,86.19
Pre-Pandemic Baseline,86.09
Pre-Pandemic Baseline,82.08
Pre-Pandemic Baseline,79.05
Pre-Pandemic Baseline,90.21
Pre-Pandemic Baseline,81.61
Pre-Pandemic Baseline,82.44
Pre-Pandemic Baseline,92.19
Pre-Pandemic Baseline,84.85
Pre-Pandemic Baseline,82.37
Pre-Pandemic Baseline,75.65
Pre-Pandemic Baseline,83.02
Pre-Pandemic Baseline,93.99
Pre-Pandemic Baseline,83.39
COVID-19 Collapse,32.09
COVID-19 Collapse,28.47
COVID-19 Collapse,25.73
COVID-19 Collapse,28.65
COVID-19 Collapse,43.76
COVID-19 Collapse,32.06
COVID-19 Collapse,25.32
COVID-19 Collapse,27.91
COVID-19 Collapse,25.78
COVID-19 Collapse,33.82
COVID-19 Collapse,33.59
COVID-19 Collapse,41.25
COVID-19 Collapse,32.6
COVID-19 Collapse,45.89
COVID-19 Collapse,37.6
Recovery & Surge,101.38
Recovery & Surge,119.36
Recovery & Surge,102.48
Recovery & Surge,115.99
Recovery & Surge,106.24
Recovery & Surge,99.44
Recovery & Surge,100.55
Recovery & Surge,95.8
Recovery & Surge,112.64
Ukraine War Shock,144.1
Ukraine War Shock,131.41
Ukraine War Shock,137.92
Ukraine War Shock,120.35
Ukraine War Shock,114.29
Ukraine War Shock,117.93
Ukraine War Shock,127.47
Ukraine War Shock,115.55
Ukraine War Shock,123.49
Ukraine War Shock,139.52
Stabilisation,98.91
Stabilisation,87.72
Stabilisation,95.41
Stabilisation,89.55
Stabilisation,102.75
Stabilisation,102.86
Stabilisation,93.93
Stabilisation,83.48
Stabilisation,86.69
Gaza-Israel Conflict,90.37
Gaza-Israel Conflict,83.46
Gaza-Israel Conflict,100.75
Gaza-Israel Conflict,93.76
Gaza-Israel Conflict,90.81
Gaza-Israel Conflict,105.0
Gaza-Israel Conflict,99.72
Gaza-Israel Conflict,98.46
Gaza-Israel Conflict,85.37
Gaza-Israel Conflict,81.92
Gaza-Israel Conflict,97.94
Gaza-Israel Conflict,86.18
Gaza-Israel Conflict,108.54
Gaza-Israel Conflict,111.26
Pre-Iran Escalation,89.59
Pre-Iran Escalation,98.59
Pre-Iran Escalation,109.43
Pre-Iran Escalation,105.07
Pre-Iran Escalation,87.23
Pre-Iran Escalation,108.84
Pre-Iran Escalation,97.0
Pre-Iran Escalation,89.31
Pre-Iran Escalation,91.47
Pre-Iran Escalation,102.65
Pre-Iran Escalation,93.26
Pre-Iran Escalation,95.34
US-Iran War Conflict,208.42
US-Iran War Conflict,213.62
US-Iran War Conflict,224.58
US-Iran War Conflict,252.76
Pre-Pandemic Baseline,176.48
Pre-Pandemic Baseline,159.93
Pre-Pandemic Baseline,149.05
Pre-Pandemic Baseline,147.35
Pre-Pandemic Baseline,149.16
Pre-Pandemic Baseline,169.93
Pre-Pandemic Baseline,150.43
Pre-Pandemic Baseline,156.83
Pre-Pandemic Baseline,160.95
Pre-Pandemic Baseline,170.66
Pre-Pandemic Baseline,141.77
Pre-Pandemic Baseline,163.99
Pre-Pandemic Baseline,153.28
Pre-Pandemic Baseline,147.17
COVID-19 Collapse,39.83
COVID-19 Collapse,47.85
COVID-19 Collapse,48.69
COVID-19 Collapse,74.59
COVID-19 Collapse,52.32
COVID-19 Collapse,79.51
COVID-19 Collapse,74.81
COVID-19 Collapse,73.87
COVID-19 Collapse,72.6
COVID-19 Collapse,72.47
COVID-19 Collapse,77.0
COVID-19 Collapse,97.52
COVID-19 Collapse,64.32
COVID-19 Collapse,56.42
COVID-19 Collapse,65.22
Recovery & Surge,202.72
Recovery & Surge,202.54
Recovery & Surge,227.46
Recovery & Surge,178.78
Recovery & Surge,181.51
Recovery & Surge,226.01
Recovery & Surge,204.78
Recovery & Surge,178.37
Recovery & Surge,203.16
Ukraine War Shock,276.48
Ukraine War Shock,289.96
Ukraine War Shock,239.45
Ukraine War Shock,226.52
Ukraine War Shock,224.99
Ukraine War Shock,222.98
Ukraine War Shock,220.62
Ukraine War Shock,236.6
Ukraine War Shock,221.92
Ukraine War Shock,223.14
Stabilisation,160.92
Stabilisation,167.0
Stabilisation,173.28
Stabilisation,200.45
Stabilisation,187.18
Stabilisation,177.1
Stabilisation,183.17
Stabilisation,161.13
Stabilisation,189.54
Gaza-Israel Conflict,171.41
Gaza-Israel Conflict,171.92
Gaza-Israel Conflict,184.57
Gaza-Israel Conflict,175.52
Gaza-Israel Conflict,179.96
Gaza-Israel Conflict,172.34
Gaza-Israel Conflict,175.83
Gaza-Israel Conflict,183.1
Gaza-Israel Conflict,177.01
Gaza-Israel Conflict,173.16
Gaza-Israel Conflict,190.42
Gaza-Israel Conflict,159.19
Gaza-Israel Conflict,198.75
Gaza-Israel Conflict,180.01
Pre-Iran Escalation,174.31
Pre-Iran Escalation,170.66
Pre-Iran Escalation,181.16
Pre-Iran Escalation,211.82
Pre-Iran Escalation,196.72
Pre-Iran Escalation,203.2
Pre-Iran Escalation,167.22
Pre-Iran Escalation,199.45
Pre-Iran Escalation,168.68
Pre-Iran Escalation,164.62
Pre-Iran Escalation,196.33
Pre-Iran Escalation,176.83
US-Iran War Conflict,442.83
US-Iran War Conflict,436.33
US-Iran War Conflict,394.47
US-Iran War Conflict,442.28
Pre-Pandemic Baseline,3109.05
Pre-Pandemic Baseline,3122.33
Pre-Pandemic Baseline,3127.62
Pre-Pandemic Baseline,2869.8
Pre-Pandemic Baseline,3160.23
Pre-Pandemic Baseline,3311.04
Pre-Pandemic Baseline,2989.98
Pre-Pandemic Baseline,3181.49
Pre-Pandemic Baseline,3074.56
Pre-Pandemic Baseline,3163.82
Pre-Pandemic Baseline,3096.1
Pre-Pandemic Baseline,3391.17
Pre-Pandemic Baseline,3111.87
Pre-Pandemic Baseline,3090.22
COVID-19 Collapse,977.89
COVID-19 Collapse,1011.06
COVID-19 Collapse,1330.35
COVID-19 Collapse,1238.11
COVID-19 Collapse,870.52
COVID-19 Collapse,1309.79
COVID-19 Collapse,904.9
COVID-19 Collapse,1464.89
COVID-19 Collapse,1553.09
COVID-19 Collapse,1157.94
COVID-19 Collapse,1334.5
COVID-19 Collapse,1384.2
COVID-19 Collapse,1531.39
COVID-19 Collapse,1334.02
COVID-19 Collapse,1204.78
Recovery & Surge,4115.21
Recovery & Surge,4471.28
Recovery & Surge,4110.33
Recovery & Surge,3900.72
Recovery & Surge,4592.08
Recovery & Surge,4247.11
Recovery & Surge,4474.96
Recovery & Surge,4455.14
Recovery & Surge,3532.46
Ukraine War Shock,5639.6
Ukraine War Shock,5372.54
Ukraine War Shock,4677.13
Ukraine War Shock,4663.37
Ukraine War Shock,4140.34
Ukraine War Shock,4922.96
Ukraine War Shock,4357.23
Ukraine War Shock,4674.77
Ukraine War Shock,4269.58
Ukraine War Shock,4580.12
Stabilisation,3472.4
Stabilisation,3652.53
Stabilisation,3397.97
Stabilisation,3831.81
Stabilisation,3590.9
Stabilisation,3589.58
Stabilisation,3169.02
Stabilisation,3788.88
Stabilisation,3307.79
Gaza-Israel Conflict,3233.71
Gaza-Israel Conflict,2982.54
Gaza-Israel Conflict,2958.88
Gaza-Israel Conflict,3562.35
Gaza-Israel Conflict,2951.9
Gaza-Israel Conflict,3505.49
Gaza-Israel Conflict,3788.2
Gaza-Israel Conflict,3588.42
Gaza-Israel Conflict,3575.08
Gaza-Israel Conflict,3405.14
Gaza-Israel Conflict,3347.11
Gaza-Israel Conflict,3560.39
Gaza-Israel Conflict,3262.06
Gaza-Israel Conflict,3907.08
Pre-Iran Escalation,3555.3
Pre-Iran Escalation,3725.82
Pre-Iran Escalation,3725.06
Pre-Iran Escalation,3901.12
Pre-Iran Escalation,3989.48
Pre-Iran Escalation,4166.84
Pre-Iran Escalation,3387.94
Pre-Iran Escalation,3360.39
Pre-Iran Escalation,3239.39
Pre-Iran Escalation,3716.93
Pre-Iran Escalation,3635.19
Pre-Iran Escalation,3428.9
US-Iran War Conflict,7753.2
US-Iran War Conflict,9118.3
US-Iran War Conflict,9631.63
US-Iran War Conflict,7270.73
Pre-Pandemic Baseline,1330.91
Pre-Pandemic Baseline,1470.57
Pre-Pandemic Baseline,1486.35
Pre-Pandemic Baseline,1323.97
Pre-Pandemic Baseline,1294.11
Pre-Pandemic Baseline,1275.44
Pre-Pandemic Baseline,1341.6
Pre-Pandemic Baseline,1300.93
Pre-Pandemic Baseline,1334.81
Pre-Pandemic Baseline,1352.8
Pre-Pandemic Baseline,1367.19
Pre-Pandemic Baseline,1336.61
Pre-Pandemic Baseline,1429.21
Pre-Pandemic Baseline,1431.54
COVID-19 Collapse,605.06
COVID-19 Collapse,435.57
COVID-19 Collapse,325.61
COVID-19 Collapse,732.63
COVID-19 Collapse,584.5
COVID-19 Collapse,508.18
COVID-19 Collapse,667.56
COVID-19 Collapse,586.34
COVID-19 Collapse,604.07
COVID-19 Collapse,659.53
COVID-19 Collapse,682.41
COVID-19 Collapse,555.37
COVID-19 Collapse,496.82
COVID-19 Collapse,534.96
COVID-19 Collapse,706.27
Recovery & Surge,1825.8
Recovery & Surge,1597.16
Recovery & Surge,1838.88
Recovery & Surge,1530.39
Recovery & Surge,1906.27
Recovery & Surge,1869.52
Recovery & Surge,1600.25
Recovery & Surge,1679.59
Recovery & Surge,1750.22
Ukraine War Shock,2406.95
Ukraine War Shock,2252.46
Ukraine War Shock,2299.01
Ukraine War Shock,2260.59
Ukraine War Shock,1981.41
Ukraine War Shock,2454.29
Ukraine War Shock,2083.53
Ukraine War Shock,2100.4
Ukraine War Shock,2142.31
Ukraine War Shock,2258.42
Stabilisation,1553.01
Stabilisation,1583.04
Stabilisation,1792.6
Stabilisation,1644.12
Stabilisation,1665.51
Stabilisation,1609.43
Stabilisation,1507.78
Stabilisation,1811.69
Stabilisation,1657.09
Gaza-Israel Conflict,1488.78
Gaza-Israel Conflict,1604.26
Gaza-Israel Conflict,1630.59
Gaza-Israel Conflict,1763.58
Gaza-Israel Conflict,1638.85
Gaza-Israel Conflict,1728.77
Gaza-Israel Conflict,1666.65
Gaza-Israel Conflict,1451.71
Gaza-Israel Conflict,1560.75
Gaza-Israel Conflict,1596.3
Gaza-Israel Conflict,1756.08
Gaza-Israel Conflict,1599.41
Gaza-Israel Conflict,1713.24
Gaza-Israel Conflict,1708.1
Pre-Iran Escalation,1405.93
Pre-Iran Escalation,1635.45
Pre-Iran Escalation,1903.28
Pre-Iran Escalation,1958.19
Pre-Iran Escalation,1509.14
Pre-Iran Escalation,1857.39
Pre-Iran Escalation,1415.27
Pre-Iran Escalation,1891.67
Pre-Iran Escalation,1794.08
Pre-Iran Escalation,1749.36
Pre-Iran Escalation,1815.03
Pre-Iran Escalation,1527.09
US-Iran War Conflict,2780.04
US-Iran War Conflict,3185.26
US-Iran War Conflict,3232.77
US-Iran War Conflict,3660.59
Pre-Pandemic Baseline,487.12
Pre-Pandemic Baseline,461.03
Pre-Pandemic Baseline,468.93
Pre-Pandemic Baseline,473.96
Pre-Pandemic Baseline,459.95
Pre-Pandemic Baseline,520.13
Pre-Pandemic Baseline,433.08
Pre-Pandemic Baseline,454.49
Pre-Pandemic Baseline,489.56
Pre-Pandemic Baseline,547.22
Pre-Pandemic Baseline,429.46
Pre-Pandemic Baseline,492.45
Pre-Pandemic Baseline,499.78
Pre-Pandemic Baseline,514.05
COVID-19 Collapse,108.83
COVID-19 Collapse,192.37
COVID-19 Collapse,150.66
COVID-19 Collapse,150.69
COVID-19 Collapse,178.65
COVID-19 Collapse,176.55
COVID-19 Collapse,206.0
COVID-19 Collapse,215.64
COVID-19 Collapse,175.9
COVID-19 Collapse,121.15
COVID-19 Collapse,208.79
COVID-19 Collapse,176.98
COVID-19 Collapse,166.2
COVID-19 Collapse,201.17
COVID-19 Collapse,283.97
Recovery & Surge,640.75
Recovery & Surge,644.85
Recovery & Surge,533.17
Recovery & Surge,597.26
Recovery & Surge,575.12
Recovery & Surge,696.42
Recovery & Surge,697.54
Recovery & Surge,552.25
Recovery & Surge,646.5
Ukraine War Shock,823.04
Ukraine War Shock,859.13
Ukraine War Shock,739.95
Ukraine War Shock,722.28
Ukraine War Shock,601.82
Ukraine War Shock,782.28
Ukraine War Shock,658.64
Ukraine War Shock,647.59
Ukraine War Shock,621.4
Ukraine War Shock,767.36
Stabilisation,487.51
Stabilisation,494.24
Stabilisation,585.55
Stabilisation,604.68
Stabilisation,531.12
Stabilisation,607.19
Stabilisation,579.35
Stabilisation,540.71
Stabilisation,524.67
Gaza-Israel Conflict,484.74
Gaza-Israel Conflict,504.31
Gaza-Israel Conflict,567.95
Gaza-Israel Conflict,589.94
Gaza-Israel Conflict,514.62
Gaza-Israel Conflict,571.14
Gaza-Israel Conflict,539.46
Gaza-Israel Conflict,511.38
Gaza-Israel Conflict,584.4
Gaza-Israel Conflict,498.37
Gaza-Israel Conflict,561.69
Gaza-Israel Conflict,544.62
Gaza-Israel Conflict,569.63
Gaza-Israel Conflict,542.52
Pre-Iran Escalation,530.35
Pre-Iran Escalation,553.47
Pre-Iran Escalation,576.8
Pre-Iran Escalation,619.0
Pre-Iran Escalation,631.67
Pre-Iran Escalation,640.15
Pre-Iran Escalation,567.04
Pre-Iran Escalation,581.7
Pre-Iran Escalation,557.63
Pre-Iran Escalation,613.01
Pre-Iran Escalation,586.29
Pre-Iran Escalation,598.02
US-Iran War Conflict,1090.2
US-Iran War Conflict,1293.18
US-Iran War Conflict,1509.94
US-Iran War Conflict,1148.89
Pre-Pandemic Baseline,65.27
Pre-Pandemic Baseline,78.26
Pre-Pandemic Baseline,69.82
Pre-Pandemic Baseline,75.02
Pre-Pandemic Baseline,75.2
Pre-Pandemic Baseline,74.2
Pre-Pandemic Baseline,66.4
Pre-Pandemic Baseline,67.15
Pre-Pandemic Baseline,74.93
Pre-Pandemic Baseline,76.22
Pre-Pandemic Baseline,80.27
Pre-Pandemic Baseline,69.05
Pre-Pandemic Baseline,72.61
Pre-Pandemic Baseline,68.72
COVID-19 Collapse,28.97
COVID-19 Collapse,19.34
COVID-19 Collapse,28.73
COVID-19 Collapse,34.88
COVID-19 Collapse,28.57
COVID-19 Collapse,29.84
COVID-19 Collapse,21.18
COVID-19 Collapse,19.42
COVID-19 Collapse,26.08
COVID-19 Collapse,33.16
COVID-19 Collapse,36.99
COVID-19 Collapse,39.51
COVID-19 Collapse,21.26
COVID-19 Collapse,38.17
COVID-19 Collapse,34.24
Recovery & Surge,92.7
Recovery & Surge,99.58
Recovery & Surge,83.1
Recovery & Surge,85.48
Recovery & Surge,86.02
Recovery & Surge,95.18
Recovery & Surge,99.56
Recovery & Surge,98.6
Recovery & Surge,85.48
Ukraine War Shock,117.51
Ukraine War Shock,122.22
Ukraine War Shock,118.55
Ukraine War Shock,117.9
Ukraine War Shock,100.2
Ukraine War Shock,115.47
Ukraine War Shock,105.1
Ukraine War Shock,98.26
Ukraine War Shock,108.36
Ukraine War Shock,110.16
Stabilisation,84.94
Stabilisation,84.52
Stabilisation,77.0
Stabilisation,75.8
Stabilisation,95.63
Stabilisation,86.42
Stabilisation,77.36
Stabilisation,79.34
Stabilisation,81.01
Gaza-Israel Conflict,73.51
Gaza-Israel Conflict,70.32
Gaza-Israel Conflict,82.54
Gaza-Israel Conflict,88.25
Gaza-Israel Conflict,71.87
Gaza-Israel Conflict,84.33
Gaza-Israel Conflict,77.37
Gaza-Israel Conflict,77.08
Gaza-Israel Conflict,87.92
Gaza-Israel Conflict,86.21
Gaza-Israel Conflict,92.64
Gaza-Israel Conflict,75.84
Gaza-Israel Conflict,92.25
Gaza-Israel Conflict,80.85
Pre-Iran Escalation,84.09
Pre-Iran Escalation,76.94
Pre-Iran Escalation,85.79
Pre-Iran Escalation,83.14
Pre-Iran Escalation,82.57
Pre-Iran Escalation,90.09
Pre-Iran Escalation,74.72
Pre-Iran Escalation,92.2
Pre-Iran Escalation,78.19
Pre-Iran Escalation,79.98
Pre-Iran Escalation,89.6
Pre-Iran Escalation,95.61
US-Iran War Conflict,172.93
US-Iran War Conflict,178.61
US-Iran War Conflict,208.8
US-Iran War Conflict,223.05
Pre-Pandemic Baseline,174.58
Pre-Pandemic Baseline,180.4
Pre-Pandemic Baseline,185.69
Pre-Pandemic Baseline,190.5
Pre-Pandemic Baseline,182.08
Pre-Pandemic Baseline,189.97
Pre-Pandemic Baseline,181.61
Pre-Pandemic Baseline,195.99
Pre-Pandemic Baseline,196.46
Pre-Pandemic Baseline,179.86
Pre-Pandemic Baseline,193.18
Pre-Pandemic Baseline,165.16
Pre-Pandemic Baseline,188.94
Pre-Pandemic Baseline,173.33
COVID-19 Collapse,68.61
COVID-19 Collapse,49.27
COVID-19 Collapse,51.95
COVID-19 Collapse,91.77
COVID-19 Collapse,74.92
COVID-19 Collapse,46.68
COVID-19 Collapse,61.65
COVID-19 Collapse,74.27
COVID-19 Collapse,80.46
COVID-19 Collapse,61.5
COVID-19 Collapse,113.42
COVID-19 Collapse,75.07
COVID-19 Collapse,99.46
COVID-19 Collapse,86.0
COVID-19 Collapse,94.44
Recovery & Surge,257.25
Recovery & Surge,193.47
Recovery & Surge,240.02
Recovery & Surge,251.09
Recovery & Surge,231.06
Recovery & Surge,235.07
Recovery & Surge,209.75
Recovery & Surge,220.92
Recovery & Surge,238.04
Ukraine War Shock,288.68
Ukraine War Shock,322.55
Ukraine War Shock,286.74
Ukraine War Shock,280.02
Ukraine War Shock,289.79
Ukraine War Shock,303.08
Ukraine War Shock,259.83
Ukraine War Shock,296.04
Ukraine War Shock,261.52
Ukraine War Shock,281.58
Stabilisation,186.72
Stabilisation,200.42
Stabilisation,214.93
Stabilisation,215.25
Stabilisation,195.2
Stabilisation,228.45
Stabilisation,185.39
Stabilisation,219.41
Stabilisation,197.15
Gaza-Israel Conflict,177.59
Gaza-Israel Conflict,195.7
Gaza-Israel Conflict,197.77
Gaza-Israel Conflict,203.98
Gaza-Israel Conflict,172.81
Gaza-Israel Conflict,185.65
Gaza-Israel Conflict,202.67
Gaza-Israel Conflict,207.65
Gaza-Israel Conflict,207.39
Gaza-Israel Conflict,174.23
Gaza-Israel Conflict,214.97
Gaza-Israel Conflict,185.04
Gaza-Israel Conflict,212.06
Gaza-Israel Conflict,226.44
Pre-Iran Escalation,201.53
Pre-Iran Escalation,196.1
Pre-Iran Escalation,236.48
Pre-Iran Escalation,215.56
Pre-Iran Escalation,211.29
Pre-Iran Escalation,230.28
Pre-Iran Escalation,193.38
Pre-Iran Escalation,209.64
Pre-Iran Escalation,191.98
Pre-Iran Escalation,235.39
Pre-Iran Escalation,222.66
Pre-Iran Escalation,201.19
US-Iran War Conflict,431.65
US-Iran War Conflict,389.09
US-Iran War Conflict,444.35
US-Iran War Conflict,496.72
Pre-Pandemic Baseline,2770.23
Pre-Pandemic Baseline,3090.14
Pre-Pandemic Baseline,3256.39
Pre-Pandemic Baseline,2927.43
Pre-Pandemic Baseline,3169.6
Pre-Pandemic Baseline,2960.79
Pre-Pandemic Baseline,3112.17
Pre-Pandemic Baseline,3127.46
Pre-Pandemic Baseline,3465.93
Pre-Pandemic Baseline,2891.35
Pre-Pandemic Baseline,3180.64
Pre-Pandemic Baseline,3208.66
Pre-Pandemic Baseline,3023.58
Pre-Pandemic Baseline,2755.41
COVID-19 Collapse,1337.02
COVID-19 Collapse,957.26
COVID-19 Collapse,890.07
COVID-19 Collapse,1431.5
COVID-19 Collapse,1228.16
COVID-19 Collapse,1153.22
COVID-19 Collapse,992.25
COVID-19 Collapse,1368.07
COVID-19 Collapse,869.57
COVID-19 Collapse,992.52
COVID-19 Collapse,1039.84
COVID-19 Collapse,1506.84
COVID-19 Collapse,1119.53
COVID-19 Collapse,1196.56
COVID-19 Collapse,1073.64
Recovery & Surge,3607.1
Recovery & Surge,3455.74
Recovery & Surge,3861.86
Recovery & Surge,3471.66
Recovery & Surge,4771.87
Recovery & Surge,4121.29
Recovery & Surge,3931.52
Recovery & Surge,3908.59
Recovery & Surge,3964.97
Ukraine War Shock,5480.6
Ukraine War Shock,5036.61
Ukraine War Shock,4643.13
Ukraine War Shock,5167.47
Ukraine War Shock,4564.71
Ukraine War Shock,4974.09
Ukraine War Shock,4504.61
Ukraine War Shock,4402.63
Ukraine War Shock,4384.69
Ukraine War Shock,4575.27
Stabilisation,3370.03
Stabilisation,3112.6
Stabilisation,3657.3
Stabilisation,3702.63
Stabilisation,3595.19
Stabilisation,3278.3
Stabilisation,3157.25
Stabilisation,3459.83
Stabilisation,3000.71
Gaza-Israel Conflict,2989.9
Gaza-Israel Conflict,3459.43
Gaza-Israel Conflict,3591.61
Gaza-Israel Conflict,3393.51
Gaza-Israel Conflict,3401.31
Gaza-Israel Conflict,3232.26
Gaza-Israel Conflict,3832.67
Gaza-Israel Conflict,3156.4
Gaza-Israel Conflict,3654.0
Gaza-Israel Conflict,3303.85
Gaza-Israel Conflict,3591.31
Gaza-Israel Conflict,3389.05
Gaza-Israel Conflict,3874.51
Gaza-Israel Conflict,3922.8
Pre-Iran Escalation,3279.69
Pre-Iran Escalation,3412.01
Pre-Iran Escalation,3948.28
Pre-Iran Escalation,3859.08
Pre-Iran Escalation,3437.3
Pre-Iran Escalation,4100.3
Pre-Iran Escalation,3044.17
Pre-Iran Escalation,3417.79
Pre-Iran Escalation,3072.71
Pre-Iran Escalation,3566.09
Pre-Iran Escalation,3675.12
Pre-Iran Escalation,3941.43
US-Iran War Conflict,7921.88
US-Iran War Conflict,8513.28
US-Iran War Conflict,10320.54
US-Iran War Conflict,9340.74
Pre-Pandemic Baseline,1436.38
Pre-Pandemic Baseline,1405.15
Pre-Pandemic Baseline,1510.58
Pre-Pandemic Baseline,1478.55
Pre-Pandemic Baseline,1379.9
Pre-Pandemic Baseline,1402.28
Pre-Pandemic Baseline,1481.08
Pre-Pandemic Baseline,1492.93
Pre-Pandemic Baseline,1438.12
Pre-Pandemic Baseline,1442.85
Pre-Pandemic Baseline,1533.07
Pre-Pandemic Baseline,1417.36
Pre-Pandemic Baseline,1297.75
Pre-Pandemic Baseline,1514.44
COVID-19 Collapse,574.48
COVID-19 Collapse,585.41
COVID-19 Collapse,400.89
COVID-19 Collapse,625.14
COVID-19 Collapse,548.34
COVID-19 Collapse,595.56
COVID-19 Collapse,548.37
COVID-19 Collapse,725.19
COVID-19 Collapse,761.45
COVID-19 Collapse,584.42
COVID-19 Collapse,429.04
COVID-19 Collapse,654.07
COVID-19 Collapse,588.22
COVID-19 Collapse,630.79
COVID-19 Collapse,490.86
Recovery & Surge,1858.66
Recovery & Surge,1796.82
Recovery & Surge,1771.86
Recovery & Surge,1857.9
Recovery & Surge,1837.64
Recovery & Surge,2026.35
Recovery & Surge,2024.3
Recovery & Surge,1828.41
Recovery & Surge,2006.23
Ukraine War Shock,2781.73
Ukraine War Shock,2452.75
Ukraine War Shock,2359.17
Ukraine War Shock,2300.98
Ukraine War Shock,2034.84
Ukraine War Shock,2242.03
Ukraine War Shock,1936.68
Ukraine War Shock,2127.05
Ukraine War Shock,2240.85
Ukraine War Shock,2427.36
Stabilisation,1674.81
Stabilisation,1537.41
Stabilisation,1738.38
Stabilisation,1605.49
Stabilisation,1766.34
Stabilisation,1871.79
Stabilisation,1637.8
Stabilisation,1700.44
Stabilisation,1434.8
Gaza-Israel Conflict,1455.1
Gaza-Israel Conflict,1367.39
